"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Nhà Hàng Góc Phố",,,"41 Phan Sào Nam","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 335 675 241","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20G%C3%B3c%20Ph%E1%BB%91&query_place_id=ChIJpTY2UTQvdTERqHJYyFEfkzU"
"Làng Nướng Nam Bộ","4.2","9051","302A Tô Hiến Thành","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://nhahanglangnuongnambo.com/",,"Nhà hàng món nướng","https://www.google.com/maps/search/?api=1&query=L%C3%A0ng%20N%C6%B0%E1%BB%9Bng%20Nam%20B%E1%BB%99&query_place_id=ChIJxQUjKtsudTERO_KVgjmipAk"
"Chay Rau Củ Nấm Vegan Bắc Hải","4.7","347","1b Đ. Tam Đảo","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/raucunamveganbachai/","+84 767 697 788","Nhà hàng món chay","https://www.google.com/maps/search/?api=1&query=Chay%20Rau%20C%E1%BB%A7%20N%E1%BA%A5m%20Vegan%20B%E1%BA%AFc%20H%E1%BA%A3i&query_place_id=ChIJBdFR0HIvdTERF7qTMBapF5o"
"Marrakech Riad Moroccan Restaurant","4.9","147","42/60 Nguyễn Giản Thanh","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/riad.marrakech.775","+84 367 674 147","Nhà hàng Marốc","https://www.google.com/maps/search/?api=1&query=Marrakech%20Riad%20Moroccan%20Restaurant&query_place_id=ChIJTwuJDmsvdTERQBBFB-92WXQ"
"Chay Xanh - Green Vegan Food (Veggie Saigon)","4.6","89","237/40 Đ. Đỗ Thị Lời","Thành phố Hồ Chí Minh","Quận 3, Thành phố Hồ Chí Minh","VN",,"+84 909 146 000","Nhà hàng ăn chay","https://www.google.com/maps/search/?api=1&query=Chay%20Xanh%20-%20Green%20Vegan%20Food%20(Veggie%20Saigon)&query_place_id=ChIJ08IZlpAvdTERkzBHBZeDZeo"
"Quán ăn Tâm Ký","3.6","676","687 Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 765 162 375","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20T%C3%A2m%20K%C3%BD&query_place_id=ChIJ8epli80udTERTYvB3Y52aLI"
"Cơm Thằng Bờm 140 Đồng Đen","4.2","17","140 Đồng Đen","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://www.foody.vn/ho-chi-minh/quan-com-thang-bom","+84 903 905 077","Nhà hàng cơm","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Th%E1%BA%B1ng%20B%E1%BB%9Dm%20140%20%C4%90%E1%BB%93ng%20%C4%90en&query_place_id=ChIJrW7t97IudTER76wAwYJCy5I"
"Công Ty TNHH Nhà Hàng Hải Sản Trương Tuyền",,,"314 Đ. Bàu Cát","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 962 438 101","Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20TNHH%20Nh%C3%A0%20H%C3%A0ng%20H%E1%BA%A3i%20S%E1%BA%A3n%20Tr%C6%B0%C6%A1ng%20Tuy%E1%BB%81n&query_place_id=ChIJZ-yEhLQudTERt12nh6StGJ8"
"Nhà Hàng Trâm Thương",,,"985/63 Lạc Long Quân","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 393 436 937","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Tr%C3%A2m%20Th%C6%B0%C6%A1ng&query_place_id=ChIJId5rmGsvdTERWjwh91ygqAI"
"Quán Phở Tân Hiệp","4","196","122 Đ. Lê Văn Sỹ","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20T%C3%A2n%20Hi%E1%BB%87p&query_place_id=ChIJx0alRispdTERh2GUu88xn2w"
"CO PORT Kajun Seafood","4","37","163/24/69 Tô Hiến Thành","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 902 896 488","Nhà hàng hải sản","https://www.google.com/maps/search/?api=1&query=CO%20PORT%20Kajun%20Seafood&query_place_id=ChIJ9d5z2dYudTERhTtlhU7YS9Y"
"Cơm tấm BO","5","6","284 Đ. Hồng Lạc","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 938 264 451","Nhà hàng Việt Nam","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20BO&query_place_id=ChIJeZDaOlcvdTERxxY8Gkiez5E"
"Tiệm Chay Nhà Mình","3.9","46","48 Đ. Hồ Bá Kiện","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/tiemchaynhaminh","+84 357 848 048","Nhà hàng món chay","https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20Chay%20Nh%C3%A0%20M%C3%ACnh&query_place_id=ChIJI9YEbU4vdTERvHACLiaBCJE"
"Quán ăn Gia đình 266","3.9","238","266 Đ. Bắc Hải","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 795 854 442","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20Gia%20%C4%91%C3%ACnh%20266&query_place_id=ChIJm_C4-M4udTERabjzSZen5nE"
"MÌ UDON","3.4","251","168 Đ. Bàu Cát","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng mì Udon","https://www.google.com/maps/search/?api=1&query=M%C3%8C%20UDON&query_place_id=ChIJV2s6GHwvdTERfz8khp255hw"
"Quán Phở Hoàng","4.3","3","BB8 Đ. Trường Sơn","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 934 876 212","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20Ho%C3%A0ng&query_place_id=ChIJ08Eaxc8udTERu1XaTwj3fDU"
"Quán Hủ tiếu 158","4.7","6","158 Trần Văn Quang","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20H%E1%BB%A7%20ti%E1%BA%BFu%20158&query_place_id=ChIJQYxcP7oudTERZTPGv4a8zhc"
"Quán Ngon Hợi Hợi - Đặc sản Bánh Đa Cua Hải Phòng","4.4","102","BB1A, Đường Trường Sơn, Phường 15, District 10, Thành phố Hồ Chí Minh","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 906 677 406","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ngon%20H%E1%BB%A3i%20H%E1%BB%A3i%20-%20%C4%90%E1%BA%B7c%20s%E1%BA%A3n%20B%C3%A1nh%20%C4%90a%20Cua%20H%E1%BA%A3i%20Ph%C3%B2ng&query_place_id=ChIJYzg6xM8udTERvFh50z4S-xM"
"Quán Ăn 210","3.5","2","210 Đ. Bắc Hải","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 936 441 551","Nhà hàng chuyên phục vụ bữa nửa buổi","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20210&query_place_id=ChIJfWgrXM4udTERseU1Wb82pSw"
"Minh Quan Trading - Service - Restaurants Co., Ltd.","3","2","Cach Mang Thang Tam Street","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 939 350 939","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Minh%20Quan%20Trading%20-%20Service%20-%20Restaurants%20Co.%2C%20Ltd.&query_place_id=ChIJh8qjXssudTERkRi7PxLToi8"
"Thiện Tâm-Quán chay buffet hằng ngày","3.3","16","1337 Hoàng Sa","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng cho người ăn chay","https://www.google.com/maps/search/?api=1&query=Thi%E1%BB%87n%20T%C3%A2m-Qu%C3%A1n%20chay%20buffet%20h%E1%BA%B1ng%20ng%C3%A0y&query_place_id=ChIJVVVUMDMpdTERKCWfFY7L2gU"
"Vua Đậu - Bún Đậu Nhà Vua chi nhánh CMT8","4.2","41","808 Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 777 978 358","Nhà hàng Việt Nam","https://www.google.com/maps/search/?api=1&query=Vua%20%C4%90%E1%BA%ADu%20-%20B%C3%BAn%20%C4%90%E1%BA%ADu%20Nh%C3%A0%20Vua%20chi%20nh%C3%A1nh%20CMT8&query_place_id=ChIJlRTfiX4vdTERMejOXymxNak"
"Quán ăn Thiên Ân","4.1","929","144 Bành Văn Trân","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","http://thienan.vn.support/","+84 706 598 530","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20Thi%C3%AAn%20%C3%82n&query_place_id=ChIJ57BJPssudTERODNR5dBfskE"
"Tiệm ăn món huế HiHi","4.8","59","184/8 Đ. Đặng Văn Ngữ","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN",,"+84 775 136 854","Nhà hàng gia đình","https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20%C4%83n%20m%C3%B3n%20hu%E1%BA%BF%20HiHi&query_place_id=ChIJb9fqHwApdTERipZKC-D-IM8"
"Tiệm Cơm Tử Tế","4.9","10","79CT Đ. Tam Đảo","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/Ti%E1%BB%87m-C%C6%A1m-T%E1%BB%AD-T%E1%BA%BF-111125504833491",,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20C%C6%A1m%20T%E1%BB%AD%20T%E1%BA%BF&query_place_id=ChIJr_lnJHEvdTERXQFc0KEUVo4"
"Quán ăn Mạ Em","5","10","319-D11, Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Quận 11, Thành phố Hồ Chí Minh","VN",,"+84 368 858 108","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20M%E1%BA%A1%20Em&query_place_id=ChIJFTzPEAAvdTER2Sy9elRfVH0"
"Tiệm Lẩu Bò Thanh Xuân","5","66","270B Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/share/19q5WrABco/?mibextid=wwXIfr","+84 939 138 351","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20L%E1%BA%A9u%20B%C3%B2%20Thanh%20Xu%C3%A2n&query_place_id=ChIJLWwaNQAvdTERkh5vMwxiFl0"
"BÚN BÒ NGA BÙI","4.4","593","114-116-118 Đ. Bắc Hải","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 971 234 579","Nhà hàng","https://www.google.com/maps/search/?api=1&query=B%C3%9AN%20B%C3%92%20NGA%20B%C3%99I&query_place_id=ChIJ47yr4BQvdTERQWMRq4Aw1tQ"
"Quán Ăn NGON HƯƠNG XƯA","4.4","15","43 Lê Bình","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 987 881 997","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20NGON%20H%C6%AF%C6%A0NG%20X%C6%AFA&query_place_id=ChIJRfnQPGQpdTEReNCuIO1ZOUQ"
"Cơm Như Quỳnh 230 Bắc Hải","4.3","91","232 Đ. Bắc Hải","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Nh%C6%B0%20Qu%E1%BB%B3nh%20230%20B%E1%BA%AFc%20H%E1%BA%A3i&query_place_id=ChIJTTbb3fcvdTER3bIMk8oOMjo"
"DD35 Bạch Mã - Quán ăn gia đình Cây Gòn","4.9","7","DD35 Bạch Mã","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 937 864 014","Nhà hàng gia đình","https://www.google.com/maps/search/?api=1&query=DD35%20B%E1%BA%A1ch%20M%C3%A3%20-%20Qu%C3%A1n%20%C4%83n%20gia%20%C4%91%C3%ACnh%20C%C3%A2y%20G%C3%B2n&query_place_id=ChIJBdmk8PkvdTERBLZmfDdaYHA"
"Lunchy - Mì Gà, Cơm Gà & Cơm Cuộn","5","12","68/92 Đ. Đồng Nai","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 899 899 133","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Lunchy%20-%20M%C3%AC%20G%C3%A0%2C%20C%C6%A1m%20G%C3%A0%20%26%20C%C6%A1m%20Cu%E1%BB%99n&query_place_id=ChIJDx7KGQAvdTERnRojXqweM2c"
"Quán Cơm Lan Anh","4.1","320","93 Đ. Bắc Hải","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","http://comlananh.vn.support/","+84 706 598 530","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20Lan%20Anh&query_place_id=ChIJDRqrbs4udTERVGJEnfko_Q8"
"Quán Cô Ba","4.1","359","348 Đ. Bắc Hải","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","http://lauthaicoba.com/","+84 399 777 788","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C3%B4%20Ba&query_place_id=ChIJuUEhZS0vdTERhoI9bI1kV2I"
"Lữ Ký - Tiệm cơm chiên- mì - hủ tíu","5","13","116/109 Thiên Phước","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng gia đình","https://www.google.com/maps/search/?api=1&query=L%E1%BB%AF%20K%C3%BD%20-%20Ti%E1%BB%87m%20c%C6%A1m%20chi%C3%AAn-%20m%C3%AC%20-%20h%E1%BB%A7%20t%C3%ADu&query_place_id=ChIJsTfMSgAvdTERxdQ2Z4dFi9U"
"Cafe Bistro Kingdom","4.7","1863","334 Tô Hiến Thành","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://cafebistrokingdom.com/collections/","+84 932 781 102","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Cafe%20Bistro%20Kingdom&query_place_id=ChIJh5TbTQAvdTERJzKm2EJyttM"
"Café Amber","4.7","237","TT24 Đ. Tam Đảo","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 896 899 606","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Amber&query_place_id=ChIJVTizCDgvdTERf1zHA67OdT8"
"Tiệm Cà Coffee","4.5","11","1288 Trường Sa","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 938 097 743","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20C%C3%A0%20Coffee&query_place_id=ChIJaXkDopEpdTERl2H4zWORIaw"
"DEMI Coffee and Tea","4.9","25","1221 Hoàng Sa","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 937 913 727","Quán cà phê","https://www.google.com/maps/search/?api=1&query=DEMI%20Coffee%20and%20Tea&query_place_id=ChIJMWpcMCwvdTEREd8GHiOJEuY"
"Hiên","4.7","193","LL 5, Đ. Ba Vì","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 937 789 969","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Hi%C3%AAn&query_place_id=ChIJ5fIAjrsvdTERcWVEvEkipmE"
"Roll More Cafe & Bakes","4.9","185","250 Đ. Bắc Hải","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/Rollmore.CafeBakes","+84 345 768 849","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Roll%20More%20Cafe%20%26%20Bakes&query_place_id=ChIJ9YP8IQAvdTERMSeFQBbR-lQ"
"Myn Coffee","4.4","229","884 Lạc Long Quân","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/marketplace/shops/item/7085093301561631/?referral_story_type=shop_pdp_share_deep_link&referral_code=marketplace_pdp_share","+84 706 884 884","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Myn%20Coffee&query_place_id=ChIJhXprUXUvdTER6E-5qBg_nYI"
"Tiệm Cà phê Nhà Mình","4.5","93","297/24 Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Quận 11, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/tiemcaphenhaminhh/","+84 356 821 997","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20C%C3%A0%20ph%C3%AA%20Nh%C3%A0%20M%C3%ACnh&query_place_id=ChIJO3SWAQAvdTERWZs7-r6BkSk"
"CƯ XÁ - trà bánh cà phê","4.4","532","M8D Đ. Hương Giang","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Quán cà phê","https://www.google.com/maps/search/?api=1&query=C%C6%AF%20X%C3%81%20-%20tr%C3%A0%20b%C3%A1nh%20c%C3%A0%20ph%C3%AA&query_place_id=ChIJT5XCZQ0vdTER9th45-T1nuM"
"Chất Coffee Quận 10","4.6","101","DD33 Bạch Mã","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","http://facebook.com/Ngocnguyen631995","+84 964 049 190","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Ch%E1%BA%A5t%20Coffee%20Qu%E1%BA%ADn%2010&query_place_id=ChIJAx76JtAudTERGyW6k6ZC9_Q"
"Su Cafe House","4.8","157","CT31 Đ. Tam Đảo","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 879 539 568","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Su%20Cafe%20House&query_place_id=ChIJaYyam1AvdTERuBmUA7CKXWs"
"101 Coffee","4.9","28","101 Đ. Bắc Hải","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 971 797 906","Quán cà phê","https://www.google.com/maps/search/?api=1&query=101%20Coffee&query_place_id=ChIJZXo3Z-EvdTER_9inCiuHXwI"
"MTP DE COFFEE AND MILKTEA","5","47","Hẻm 159 Phạm Văn Hai","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://www.foody.vn/ho-chi-minh/tmp-coffee-milktea","+84 333 122 132","Quán cà phê","https://www.google.com/maps/search/?api=1&query=MTP%20DE%20COFFEE%20AND%20MILKTEA&query_place_id=ChIJ54GM6tEvdTEREHyy-rRFN48"
"Nhặt Cafe","4.8","86","354/30 Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/nhatcafe","+84 914 565 876","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Nh%E1%BA%B7t%20Cafe&query_place_id=ChIJV3isascudTERwx29oAjVz_Y"
"Cà Phê Ông Bầu J3 Bửu Long (Cư xá Bắc Hải)","4.3","397","J3 Đ. Bửu Long","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","http://cafeongbau.com/","+84 866 787 928","Quán cà phê","https://www.google.com/maps/search/?api=1&query=C%C3%A0%20Ph%C3%AA%20%C3%94ng%20B%E1%BA%A7u%20J3%20B%E1%BB%ADu%20Long%20(C%C6%B0%20x%C3%A1%20B%E1%BA%AFc%20H%E1%BA%A3i)&query_place_id=ChIJPf4SMLAvdTER_0zYGXAvTeg"
"thuyen.cafe","4.7","316","824/11 Sư Vạn Hạnh","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 775 720 651","Quán cà phê","https://www.google.com/maps/search/?api=1&query=thuyen.cafe&query_place_id=ChIJl565PmovdTERnfuLJwXuqP0"
"Quán Cafe Bonebone","4.8","11","73/1 Ni Sư Huỳnh Liên","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 907 370 553","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Cafe%20Bonebone&query_place_id=ChIJ056gBbcudTERyduD6CIJjkY"
"Quán Cafe rang xay nguyên chất, hạt sạch - TA Coffee","4.9","14","P3 Bạch Mã","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 905 428 399","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Cafe%20rang%20xay%20nguy%C3%AAn%20ch%E1%BA%A5t%2C%20h%E1%BA%A1t%20s%E1%BA%A1ch%20-%20TA%20Coffee&query_place_id=ChIJ6XBcuXYvdTERHk59mIXL9jU"
"The Little Bean Coffee - Trường Sơn","4.3","457","CC1 Đ. Trường Sơn","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 334 548 788","Quán cà phê","https://www.google.com/maps/search/?api=1&query=The%20Little%20Bean%20Coffee%20-%20Tr%C6%B0%E1%BB%9Dng%20S%C6%A1n&query_place_id=ChIJcYSTyLIvdTER_hWd-dk-U5Q"
"Korea House - Quán Ăn Hàn Quốc","4.9","1919","237 Tô Hiến Thành","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://quananhanquocsaigon.com/","+84 906 713 824","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Korea%20House%20-%20Qu%C3%A1n%20%C4%82n%20H%C3%A0n%20Qu%E1%BB%91c&query_place_id=ChIJY0xQ_dkrdTERZhadFJBc1hk"
"Quán ăn @Vũ","4.9","120","130 Đ. Đỗ Thị Lời","Thành phố Hồ Chí Minh","Quận 3, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/share/ootJmsjGvLCrUFJo/?mibextid=LQQJ4d","+84 987 477 067","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20%40V%C5%A9&query_place_id=ChIJI1JA2AcvdTERmoFk2VAoZ30"
"Quán ăn Ngọc Linh","4","97","87/4 Bàu Cát 8","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 28 3971 4198","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20Ng%E1%BB%8Dc%20Linh&query_place_id=ChIJi_PJMhsvdTERhTKq278pXO4"
"Quán Canh Bún Bánh Đa Cô Vui","4.9","16","489A/23A/152 Huỳnh Văn Bánh","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN",,"+84 933 351 574","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Canh%20B%C3%BAn%20B%C3%A1nh%20%C4%90a%20C%C3%B4%20Vui&query_place_id=ChIJg5NyEdMudTERFgX7AKEfFdo"
"Bún Thịt Nướng Quán 339","4.4","2243","Hẻm 339/7-9 Tô Hiến Thành","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 908 620 631","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Th%E1%BB%8Bt%20N%C6%B0%E1%BB%9Bng%20Qu%C3%A1n%20339&query_place_id=ChIJey0xKtsudTER035pcPfrTvY"
"Quán Ăn Không Quên","5","1","8 Trường Sa","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20Kh%C3%B4ng%20Qu%C3%AAn&query_place_id=ChIJm6hLtDIpdTERHs117uaoDUg"
"Quán Ăn 272","4.1","28","272 Võ Thành Trang","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20272&query_place_id=ChIJl3f-h7MudTERkkJfrrWWv2o"
"Đặc Sản Phan Rang 2 Phượng","3.8","377","CC22, Đ. Trường Sơn","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://dspr2phuong.buynow.vn/","+84 941 294 040","Nhà hàng","https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BA%B7c%20S%E1%BA%A3n%20Phan%20Rang%202%20Ph%C6%B0%E1%BB%A3ng&query_place_id=ChIJ39ek2c8udTERm-Ih2Ccaxu0"
"Quán ăn miền trung Mì quảng Bánh bèo","4.7","10","95/20 Đ. Bắc Hải","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 932 185 158","Nhà hàng châu Á","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20mi%E1%BB%81n%20trung%20M%C3%AC%20qu%E1%BA%A3ng%20B%C3%A1nh%20b%C3%A8o&query_place_id=ChIJI7MgXgAvdTERJJufEEhNzMA"
"Quán Ăn Sân Vườn Muốn Chi","4.1","21","312/28 Đ. Âu Cơ","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 903 126 968","Nhà hàng gia đình","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20S%C3%A2n%20V%C6%B0%E1%BB%9Dn%20Mu%E1%BB%91n%20Chi&query_place_id=ChIJawAeECcvdTERRS4R9KuU824"
"Lão Ngư Quán","4.2","6","1333 Hoàng Sa","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 902 221 417","Nhà hàng","https://www.google.com/maps/search/?api=1&query=L%C3%A3o%20Ng%C6%B0%20Qu%C3%A1n&query_place_id=ChIJ7-6bwO4pdTERWQDW8sanp08"
"Quán Ăn & Uống Nhà Lynh","5","5","904 Lạc Long Quân","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/share/1ELhYtZRdq/","+84 938 033 925","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20%26%20U%E1%BB%91ng%20Nh%C3%A0%20Lynh&query_place_id=ChIJ8bE1NgAvdTERaSLWq858Ds0"
